numeration,question,answers,correct_answer,image_url,time_limit,audio_url,explanation_text
question_11,Yoqilgan zarg'aldoq rangli yalt-yalt etuvchi chiroq-mayoqcha harakatlanish uchun imtiyoz beradimi?,"{""Ha"",""Yo'q""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 6-bobi 28-bandiga asosan: Zarg'aldoq yoki sariq rangli yalt-yalt etuvchi mayoqchalar transport vositalarida quyidagi hollarda yoqilgan bolishi kerak: yo'lda qurilish, ta'mirlash yoki tozalash ishlari olib borilayotganda, shuningdek, shikastlangan, nosoz transport vositalarini ortishda, tashishda; yol harakatida qatnashayotgan, gabarit o'lchamlari ushbu Qoidalarning 164-bandida belgilangandan ortiq bo'lgan, shuningdek, og'ir vazn va katta hajmli hamda xavfli yuklarni tashiyotgan transport vositalarini kuzatib borishda; portlovchi, tez alangalanadigan, radioaktiv moddalarni va zaharli darajasi o ta yuqori bolgan moddalarni tashishda; umumiy foydalanishdagi transport vositasi yo llarida velosipedchilarning tashkiliy jamlanmasini kuzatib borishda. Yoqilgan zarg'aldoq va (yoki) sariq rangli mayoqcha harakatlanishda imtiyoz bermaydi va yol harakatining boshqa qatnashchilarini faqat xavf haqida ogohlantiradi."
question_12,Quyidagi belgilar qaysi yo nalishlarda harakatlanishga ruxsat beradi?,"{""Faqat chapga"",""Faqat to'g'riga"",""Faqat o'ngga"",""Togriga, ongga va qayrilib olishga""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-12.jpg,300,,YHQ 1-ilovasi 3.2. bandi: «Harakatlanish taqiqlangan». Barcha transport vositalarining harakatlanishi taqiqlanishini bildiradi. 7.3.1 - 7.3.3. «Ta sir yo nalishlari». Chorraha oldida o'rnatilgan belgining ta'sir yo'nalishini yoki bevosita yo'l yaqinida joylashgan manzillarga harakatlanish yo nalishini ko rsatadi.
question_13,Mazkur chiziq nima haqida ogohlantiradi?,"{""Transport vositalarining majburiy toxtash joyiga yaqinlashayotganligini"",""«To'xtamasdan harakatlanish taqiqlangan» belgisi bilan birga qo'llanilganda, haydovchini «To'xtash» chizig'iga yaqinlashayotganligini"",""Transport vositasi piyodalarga yol berishi kerak bolgan joyni korsatadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-13.jpg,300,,YHQ 2-ilovasi: 1.21 («STOP» - To'xtang! yozuvi) - 2.5 belgisi bilan birga qo llanilganda haydovchini 1.12 chizig iga yaqinlashayotganligi haqida ogohlantiradi.
question_14,Avtomagistralda quyidagilar taqiqlanadi:,"{""Qayrilib olish va ajratuvchi mintaqaning texnologik uzilish joylariga kirish"",""Orqaga harakatlanish"",""«To xtab turish joyi» yoki «Dam olish joyi» belgilari bolgan maxsus maydonchalardan tashqari joyda to xtash"",""Yuqoridagi barcha holatlar""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 19-bobi 121-bandi: Avtomagistrallarda quyidagilar taqiqlanadi: piyodalar, uy hayvonlari, ot-aravalar, velosipedlar, individual harakatlanish vositalari, skuterlar, mopedlar, traktorlar va o'ziyurar uskunalar, texnik tavsinomasiga yoki holatiga ko ra tezligi soatiga 40 kilometrdan kam bolgan transport vositalarining harakatlanishi; yuk avtomobillariga yo Ining chetki chap qatorida harakatlanishi; 5.15 yoki 6.11 yol belgilari bilan belgilangan maxsus to tab turish maydonchalaridan boshqa joylarda to tash; ajratuvchi mintaganing texnologik uzilish joylariga kirish va ularda gayrilib olish; orqaga harakatlanish; transport vositasini organish uchun boshqarish."
question_15,Qaysi transport vositasi haydovchisi to'g'riga harakatlanish huquqiga ega?,"{""Avtobus va mototsikl haydovchilari"",""Yengil va yuk avtomobillari haydovchilari"",""Yengil avtomobil haydovchisi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-15.jpg,300,,"YHQ 7-bobi 38-bandiga asosan, tartibga soluvchining ong qo li oldinga uzatilganda: chap yonidan tramvayga chapga, relssiz transport vositalariga barcha yo nalishlarda; oldi tomonidan barcha transport vositalariga faqat o ngga harakatlanishga ruxsat beriladi; orqa tomonidan va o'ng yonidan barcha transport vositalarining harakatlanishi taqiqlanadi; piyodalarga tartibga soluvchining orqa tomonida qatnov qismini kesib o tishga ruxsat etiladi."
question_16,Qaysi transport vositasining haydovchisi yol berish kerak?,"{""Avtomobil haydovchisi"",""Tramvay haydovchisi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-16.jpg,300,,YHQ 15-bobi 100-bandiga asosan: Svetoforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo'shimcha tarmoqning yo naltirgichli yashil ishorasi yo nalishida harakatlanayotgan transport vositasining haydovchisi boshqa yo nalishlarda harakatlanayotgan transport vositalariga yo'l berishi kerak.
question_17,Transport vositasini orqaga harakatlantirish paytida haydovchi qanday talablarni bajarishi kerak?,"{""Harakatning boshqa ishtirokchilariga xalaqit bermaslik. Harakat xavfsizligini ta'minlash uchun zarur bolsa, boshqa shaxslar yordamidan foydalanish"",""Boshqa shaxslar yordamidan foydalanish"",""Transport vositasida tumanga qarshi orqa chiroqlar bolsa, ularni yoqish"",""Gabarit chiroqlarini yoqish""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ 9-bobi 63-bandiga asosan: Transport vositasini orqaga harakatlantirishda haydovchi yo'l harakati xavfsizligini ta minlashi va boshqa yo'l harakati qatnashchilariga xalaqit bermasligi shart. Zarurat tug ilganda haydovchi boshqa shaxslarning yordamidan foydalanishi kerak.
question_18,Yolning qarama-qarshi harakat yo nalishi tomoniga chiqish qachon taqiqlanadi?,"{""Ikki tomonlama harakatli, 4 ta yoki undan ko'p tasmali yollarda"",""Ikki tomonlama harakatli, qarama-qarshi yo nalishdagi transport vositalari oqimlari ikkita uzluksiz chiziqlar bilan ajratilgan 4 ta tasmali yollarda"",""Yuqoridagi barcha hollarda""}",2,https://postimg.cc/Dmfk0bYv,300,,"YHQ 10-bobi 65-bandiga asosan: To'rt va undan ortiq tasmali, harakat ikki tomonlama bolgan yollarda garama-garshi yo nalishda harakatlanish uchun moljallangan tasmalarga chiqish taqiqlanadi. YHQ 2-ilovasi 1-bobi beshinchi va o'ttiz to'rtinchi xatboshlariga asosan: 1.3 - to'rt va undan ortiq harakatlanish tasmasi bo lgan yollarda qarama-qarshi yo nalishdagi transport vositalari oqimini ajratadi; 1.3 yotiq chizig ini bosib o tish taqiqlanadi."
question_19,Qaysi holatda egri yolda harakatlanayotgan avtomobil turg unligi ta minlanadi?,"{""Uzatma ulangan holatda"",""Uzatma ajratilgan holatda"",""Tezlik oshirilganda""}",0,https://postimg.cc/Dmfk0bYv,300,,"Egri yo'l (burilish) da harakatlanayotgan avtomobilda markazdan qochirma kuch vujudga keladi. Burilish ong tomonga bo'lgan holda siz qarama-qarshi yo'nalishda harakatlanish bo lagiga, chap tomonga bo'lsa, yo'l yoqasi yoki uning tashqarisiga chiqib ketishingiz ehtimoli mavjud. Uzatma ajratilgan holatda avtomobil o'zi harakatlanib, uni boshqarish murakkablashadi. Shu bois, burilishga yaqin masofa qolganda, uning tikligini va tezligingizni baholab, uzatma mexanizmini ajratmay harakatni davom ettiring."
question_20,Qaysi shartlarda transport vositalaridan foydalanish taqiqlanadi?,"{""Gidravlik tormoz tizimidan suyuqlik oqayotgan bo'lsa"",""Ishchi tormoz tizimi ishlamayotgan bo'lsa"",""Kompressor pnevmatik tormoz tizimida o'rnatilgan bosimni ta'minlay olmagan holatda"",""Ko'rsatilgan barcha holatlarda""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 3-ilovasi 1-bo limining 1.3 va 1.4-bandlariga asosan, transport vositalaridan foydalanish taqiqlanadi: Gidravlik tormoz yuritmasining zichligi (germetikligi) buzilgan bo'lsa. Dvigatel ishlamay turganda pnevmatik yoki pnevmogidravlik tormoz yuritmasining zichligini buzilishi, boshqaruv qismlari ulanmaganda - 30 daqiqada, ulanganida - 15 daqiqada tizimdagi havo bosimini 0,05 MP dan Ko""рда pasayishiga sabab bo lsa, g ildiraklardagi tormoz kameralaridan siqilgan havo chiqayotgan bo'lsa. YHQ 2-bobi 12-bandining uchinchi xatboshisiga asosan: tormoz tizimi, rul boshqaruvi ishlamayotgan, ulagich moslamasi (avtopoezd tarkibida) nosoz bo'lgan, qorong'i vaqtda yoki yetarlicha ko rinmaydigan sharoitda - old chiroqlar va orqa gabarit chiroqlari bo'lmagan yoki yonmayotgan, yomg ir, qor yog'ayotgan vaqtda haydovchi tomonidagi oyna tozalagich ishlamayotgan transport vositalarini boshqarish taqiqlanadi."
question_21,Haydovchi yolakay yonalishda kimga transport vositasini taqdim etishi shart?,"{""Yol xizmati xodimlariga"",""Tibbiyot xodimlariga zudlik bilan tibbiy yordamga muxtoj bo'lgan fuqarolarni davolash-profilaktika muassasasiga olib borish uchun""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 2-bobi 11-bandidagi 3) punktining ikkinchi xatboshisiga asosan, quyidagi hollarda transport vositasini foydalanish uchun taqdim etishi: yo lakay yo nalishda tibbiy yordam ko'rsatishga ketayotgan tibbiyot xodimlariga hamda zudlik bilan tibbiy yordamga muhtoj bolgan fuqarolarni davolash-profilaktika muassasasiga olib borish uchun."
question_22,Qaysi yonalishlarda harakatlanishga ruxsat etilgan?,"{""Faqat «Б»"",""Faqat «A»"",""«А» ва «Б»"",""«А», «Б», «В» va «Г»"",""«А», «В» va «В»""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-22.jpg,300,,"YHQ 1-ilovasi 4-bo'limining to'qqizinchi xatboshisiga asosan: 4.1.1 belgisi yo Ining qismi boshlanishiga o'rnatilsa, unga yaqin chorrahagacha amal qilinadi. Belgi o'ng tomonda joylashgan hovli va boshqa yondosh hududlarga burilishni taqiqlamaydi."
question_23,Qaysi belgi qarama-qarshi harakatlanishning ustunligini bildiradi?,"{""1"",""2"",""3"",""4"",""5""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-23.jpg,300,,YHQ 1-ilovasi 2-bo'limining o'ninchi xatboshisiga asosan: 2.6. «Ro'para harakatlanishning ustunligi». Qarama-qarshi harakatlanishni qiyinlashtiradigan hollarda yo Ining tor qismiga kirish taqiqlanadi. Haydovchi yo Ining tor qismida bo lgan yoki ro paradan unga yaqin bolgan transport vositasiga yol berishi kerak.
question_24,Qaysi belgi Qoidalarning aholi punktlarida harakatlanish tartibini belgilaydigan talablari bekor qilinishini ko'rsatadi?,"{""1"",""2"",""3"",""4"",""5""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-24.jpg,300,,YHQ 1-ilovasi 5-bo limining qirq birinchi xatboshisiga asosan: 5.23. «Aholi punktining oxiri». Ushbu Qoidalarning aholi punktlarida harakatlanish tartib-talablari bekor qilingan joyni bildiradi.
question_25,O'ngga burilganda shu belgi bilan belgilangan tasmaga otishga ruxsat etiladimi?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Agar tasma qolgan harakat qismidan yotiq uzluksiz chiziq bilan ajratilmagan bo'lsa, ruxsat etiladi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-25.jpg,300,,"YHQ 22-bobi 132-bandining ikkinchi va uchinchi xatboshlariga asosan: Agar 5.9 yo l belgisi bilan belgilangan tasma qatnov qismining boshqa tasmalardan uzuq-uzuq chiziq bilan ajratilgan bolsa, burilmoqchi bo layotgan transport vositalari bu tasmaga qayta tizilishlari kerak. Shuningdek, bunday joylarda yo nalishli transport vositalarining harakatiga xalaqit bermaslik sharti bilan yo lga chiqish, qatnov qismining chetki o ng tomonida yo lovchilarni chiqarish va tushirish uchun bu bo lakka o tishga ruxsat etiladi."
question_26,Transport vositalari chorrahadan quyidagi tartibda otadilar:,"{""Tramvay va avtobus, yengil avtomobil"",""Tramvay, yengil avtomobil, avtobus"",""Yengil avtomobil, tramvay va avtobus""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-26.jpg,300,,"YHQ 15-bobi 100-bandiga asosan: Svetoforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo'shimcha tarmoqning yo"" naltirgichli yashil ishorasi yo nalishida harakatlanayotgan transport vositasining haydovchisi boshqa yo'nalishlarda harakatlanayotgan transport vositalariga yol berishi kerak. YHQ 15-bobi 101-bandining ikkinchi xatboshisiga asosan: Svetoforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo' shimcha tarmog'ining yo naltirgichli yashil ishorasi yo'nalishida harakatlanayotgan tramvay boshqa yo nalishlarda harakatlanayotgan transport vositalariga yo'l berishi kerak."
question_27,Avtomobilning qaysi g'ildiraklari «sirpanib» tormozlanishga ko'proq moyil?,"{""Orqa g'ildiraklar"",""Oldingi g ildiraklar""}",0,https://postimg.cc/Dmfk0bYv,300,,"Inersiya kuchi ta siri ostida tormozlash vaqtida o'qlarga tushadigan og'irlik qayta taqsimlanishi ro'y beradi. Old o'qqa nisbatan og'irlik ko'payadi, orqa o'qqa nisbatan kamayadi. Tormozlash sur'ati qanchalik baland bolsa, o'qlarga tushadigan og'irlik qayta taqsimlanishi sezilarliroq bo ladi. Orqa o'qdan og irlik kamayishi bilan g ildirakni yo'lga bosuvchi kuch kamayadi, shu sababli g ildirakning sirg'anishi (aylanmasdan siljishi) va avtomobilning surilib ketishi ehtimoli yuzaga keladi. Old o'qda og'irlik ko'payishi g ildirakni yo'lga bosish kuchini ko paytiradi, shu sababli, sirg'alish ehtimoli kamayadi."
question_28,Qaysi transport vositalarini qatnov qismining chetida ikki qator qo'yish mumkin?,"{""Kajavasiz mototsikllar, mopedlar va velosipedlar"",""Kajavali mototsikllar"",""«Nogiron» taniqlik belgisi bo'lgan yengil avtomobillar"",""Ruxsat etilgan to'la vazni 3,5 tonnadan kam bolgan, bevosita trotuarlar bo'ylab joylashgan savdo va boshqa korxonalarga xizmat qiluvchi yuk avtomobillari""}",0,https://postimg.cc/Dmfk0bYv,300,,"YHQ 13-bobi 89-bandining birinchi xatboshisiga asosan: Transport vositalarini yo lning qatnov qismida bir qator qilib, qatnov qismi chetiga parallel ravishda kajavasi bo lmagan ikki g'ildirakli transport vositalarini ikki qator qilib qo yishga ruxsat etiladi."
question_29,Qol jarohatlanganda kiyim qanday tartibda kiydiriladi?,"{""Kiyim avval jarohatlangan qo'lga, songra sog'iga kiydiriladi"",""Kiyim ikkala qo'lga baravar kiydiriladi"",""Kiyim avval sog qo'lga, songra jarohatlangan qo'lga kiydiriladi""}",0,https://postimg.cc/Dmfk0bYv,300,,"Shikastlangan qol yoki oyoqni majburiy harakatga solmasdan, kiyim kiydirish imkonini yaratish uchun avval kiyim shikastlangan, so'ngra shikastlanmagan qo'l yoki oyoqqa ehtiyotlik bilan kiydiriladi."
question_30,"Yuk transport vositasiga shunday joylashtirilishi kerakki, u:","{""Yukxona devorlaridan baland chiqmasligi kerak"",""Shovqin hosil qilmasligi, chang ko'tarmasligi va atrof-muhitni ifloslantirmasligi kerak"",""Transport vositasining orqa o'lchamidan 0,8 metrdan ortiq chiqib turmasligi kerak""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 27-bobi 162-bandining beshinchi xatboshisiga asosan, quyidagi shartlarga amal qilinganda yuk tashishga yo'l qo'yiladi: shovqin solmasa, chang ko'tarmasa, yo Ini va atrof-muhitni iflos qilmasa."
question_31,Mazkur yol belgisi nimani bildiradi?,"{""Yolning trotuar yoki piyodalar yolkasi bolgan qismini"",""Yolning piyodalar o'tish joyi bolgan qismini""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-31.jpg,300,,"YHQ 1-ilovasi 1.20. «Piyodalar o tish joyi». 5.16.1, 5.16.2 belgilari va (yoki) 1.14.1 - 1.14.3 chiziqlari bilan belgilangan piyodalar o'tish joyini bildiradi."
question_32,Qaysi transport vositalariga to xtab turishga ruxsat etilgan?,"{""Faqat mototsiklga"",""Faqat yuk avtomobiliga"",""Faqat yengil avtomobilga"",""Yengil avtomobil va mototsiklga"",""Barcha transport vositalariga""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-32.jpg,300,,YHQ 1-ilovasi 3.28. bandi «To'xtab turish taqiqlangan». Transport vositalarining to'xtab turishi taqiqlanadi (xizmat vazifasini bajarayotgan xodimga biriktirilgan ko'k yoki qizil yoxud Ko'K va qizil rangli yaltiroq mayoqchasi bilan jihozlangan hamda maxsus rangli bo'yoq sxemalar va yozuvlar bilan belgilangan transport vositalari bundan mustasno). 7.4.1- 7.4.10. «Transport vositasining turi». Belgining ta'siri joriy etilgan transport vositalari turini ko'rsatadi.
question_33,Ushbu yol belgisi nima haqida ogohlantiradi?,"{""Bir izli temir yol kesishmasiga yaqinlashayotganligi haqida"",""Shlagbaum bilan jihozlanmagan bir izli temir yol kesishmasi borligidan"",""Shlagbaum bilan jihozlanmagan ikki izli temir yol kesishmasi borligidan""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-33.jpg,300,,"YHQ 1-ilovasi 1-bo limining beshinchi yettinchi xatboshlariga asosan: 1.3.1. «Bir izli temir yo'!». 1.3.1. - bir izli temir yo'l, belgisi shlagbaum bilan jihozlanmagan temir yol kesishmasi oldida o rnatiladi."
question_34,Yashil avtomobil chorrahadan nechinchi bolib o'tadi?,"{""Ikkinchi"",""Birinchi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-34.jpg,300,,YHQ 1-ilovasi 99-bandi: Svetoforning ruxsat etuvchi ishorasida chapga burilayotgan yoki qayrilib olayotgan relssiz transport vositasining haydovchisi qarama-qarshi tomondan to'g'riga harakatlanayotgan va o'ngga burilayotgan transport vositalariga yo'l berishi shart. Tramvay haydovchilari ham ushbu Qoidaga amal qilishlari kerak. 2.1. «Asosiy yo'l». Harakat tartibga solinmagan chorrahalarda oldin o'tish huquqini beradi. Belgi asosiy yo'l boshiga va chorrahalarning bevosita oldiga o'rnatiladi.
question_35,Qaysi transport vositasiga harakatlanish ruxsat etiladi?,"{""Mototsiklga"",""Yuk avtomobiliga"",""Avtobusga"",""Yengil avtomobilga"",""Yengil va yuk avtomobillariga""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-35.jpg,300,,"YHQ 7-bobi 38-bandi: Tartibga soluvchining ishoralari quyidagi ma'noni bildiradi: Qollari yon tomonga uzatilganda yoki tushirilganda: chap va ong yon tomonidan tramvayga to'g'riga, relssiz transport vositalariga to'g'riga va o ngga harakatlanishga, piyodalarga qatnov qismini kesib o'tishga ruxsat beriladi; old va orqa tomonidan barcha transport vositalari va piyodalarning harakatlanishi taqiqlanadi. o'ng qoli oldinga uzatilganda: chap yonidan tramvayga chapga, relssiz transport vositalariga barcha yo nalishlarda; oldi tomonidan barcha transport vositalariga faqat o'ngga harakatlanishga ruxsat beriladi; orqa tomonidan va o'ng yonidan barcha transport vositalarining harakatlanishi taqiqlanadi; piyodalarga tartibga soluvchining orqa tomonida qatnov qismini kesib o tishga ruxsat etiladi."
